bloque_master_num,bloque_master_label,db_region,db_zona,db_bloque,par,punto_a_negro,punto_b_rojo,tipo,patogeno,enfermedades,variante_visual,requiere_diagonal,zona_sensible,cobertura_anatomica,vista_anatomica,fuente_principal,fuente_secundaria,estado,numero_asignado,archivo_propuesto,archivo_existente
3,TÓRAX,Tronco,Tórax,Pleura,Colón Descendente - Pulmón Izquierdo,Colón Descendente,Pulmón Izquierdo,Bacteria,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,638,638_Colon_Descendente_Pulmon_Izquierdo.png,
3,TÓRAX,Tronco,Tórax,Pleura,Apéndice - Pleura,Apéndice,Pleura,Bacteria,Estafilococo aureus,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,639,639_Apendice_Pleura.png,
3,TÓRAX,Tronco,Tórax,Pleura,Apéndice - Pleura Complejo,Apéndice,Pleura Complejo,,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,640,640_Apendice_Pleura_Complejo.png,
3,TÓRAX,Tronco,Tórax,Pleura,Apéndice Pleura - Staphylococcus Aureus,Apéndice Pleura,Staphylococcus Aureus,Bacteria,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,641,641_Apendice_Pleura_Staphylococcus_Aureus.png,
3,TÓRAX,Tronco,Tórax,Pleura,Pleura - Hígado,Pleura,Hígado,Virus,Hepa titis B,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,✅ TIENE FICHA APROBADA,15,015_Higado_Pleura.png,015_Higado_Pleura.png
3,TÓRAX,Tronco,Tórax,Pleura,Pleura Derecha - Apéndice,Pleura Derecha,Apéndice,Bacteria,Staphylococcus Aureus Coagulasa,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,642,642_Pleura_Derecha_Apendice.png,
3,TÓRAX,Tronco,Tórax,Pleura,Pleura Derecha - Pulmón Derecho,Pleura Derecha,Pulmón Derecho,Virus,Epstein Bar RESERVORIO,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,643,643_Pleura_Derecha_Pulmon_Derecho.png,
3,TÓRAX,Tronco,Tórax,Pleura,Pleura Derecha - Peritoneo,Pleura Derecha,Peritoneo,Bacteria,RESERVORIO DE MENINGOCOCCUS,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,644,644_Pleura_Derecha_Peritoneo.png,
3,TÓRAX,Tronco,Tórax,Pleura,Pulmón - Riñón Izquierdo,Pulmón,Riñón Izquierdo,Sin clasificar,Pueb la,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,645,645_Pulmon_Rinon_Izquierdo.png,
3,TÓRAX,Tronco,Tórax,Pleura,Pulmón Derecho - Bulbo Raquídeo,Pulmón Derecho,Bulbo Raquídeo,Emocional/Psicoemocional,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,646,646_Pulmon_Derecho_Bulbo_Raquideo.png,
3,TÓRAX,Tronco,Tórax,Pleura,Pleura - Pleura IZQ,Pleura,Pleura IZQ,,,,Bilateral real (derecho/izquierdo),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,647,647_Pleura_Pleura_IZQ.png,
3,TÓRAX,Tronco,Tórax,Pleura,Pleura - Escápula Derecha,Pleura,Escápula Derecha,Emocional/Psicoemocional,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,648,648_Pleura_Escapula_Derecha.png,
3,TÓRAX,Tronco,Tórax,Pleura,Pleura - Esternón,Pleura,Esternón,Bacteria,Strep toco ccus Muta ns o angis,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,649,649_Pleura_Esternon.png,
3,TÓRAX,Tronco,Tórax,Pleura,Pleura - Pulmón Derecho,Pleura,Pulmón Derecho,Emocional/Psicoemocional,Eipst einBarr,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del torso masculino (sin camisa) mostrando tórax,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,✅ TIENE FICHA APROBADA,46,046_Pleura_Pulmon_derecho.png,046_Pleura_Pulmon_derecho.png
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Estómago,Estómago,Estómago,Disfunción,Sarampión,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,650,650_Estomago_Estomago.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Corazón,Estómago,Corazón,Bacteria,Moraxella Catarrhalis,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,651,651_Estomago_Corazon.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Píloro,Estómago,Píloro,Bacteria,Clostridium perfringes,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,✅ TIENE FICHA APROBADA,35,035_Estomago_piloro.png,035_Estomago_piloro.png
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Suprarrenal,Estómago,Suprarrenal,Virus,"Cory neba cteri um, Dipht erae ó Dere cho mnat itis.",,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,652,652_Estomago_Suprarrenal.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Cardias - Temporal Derecho,Cardias,Temporal Derecho,Reservorio,UNIVERSAL,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,653,653_Cardias_Temporal_Derecho.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Próstata,Estómago,Próstata,Disfunción,,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,654,654_Estomago_Prostata.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Hígado,Estómago,Hígado,Bacteria,Hepatitis M,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,655,655_Estomago_Higado.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Duodeno,Estómago,Duodeno,Reservorio,Zoster ysu reservorio,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,656,656_Estomago_Duodeno.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Suprarrenales,Estómago,Suprarrenales,Complejo,Estómago – Suprarrenales,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,✅ TIENE FICHA APROBADA,42,042_Estomago_Suprarrenales.png,042_Estomago_Suprarrenales.png
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Cola de Páncreas,Estómago,Cola de Páncreas,Disfunción,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,657,657_Estomago_Cola_de_Pancreas.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Vejiga,Estómago,Vejiga,Parásito,Entamoeba Histolytica,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,658,658_Estomago_Vejiga.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Cardias - Cardias,Cardias,Cardias,,,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,659,659_Cardias_Cardias.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Cardias - Nervio Vago,Cardias,Nervio Vago,Sin clasificar,Disfu nció n,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,660,660_Cardias_Nervio_Vago.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Colon Ascendente,Estómago,Colon Ascendente,Reservorio,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,661,661_Estomago_Colon_Ascendente.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Riñón Izquierdo,Estómago,Riñón Izquierdo,Disfunción,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,662,662_Estomago_Rinon_Izquierdo.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Sacro,Estómago,Sacro,Bacteria,Chlamydia intestinalis,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,663,663_Estomago_Sacro.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Bulbo,Estómago,Bulbo,Sin clasificar,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,664,664_Estomago_Bulbo.png,
4,ABDOMEN,Tronco,Abdomen,Estómago,Estómago - Cava,Estómago,Cava,Sin clasificar,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,665,665_Estomago_Cava.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Píloro - Píloro,Píloro,Píloro,Disfunción,Disfu nció n,,Mismo punto simple (un marcador),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,666,666_Piloro_Piloro.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Píloro - Lengua IZQ,Píloro,Lengua IZQ,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,667,667_Piloro_Lengua_IZQ.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Píloro - Riñón IZQ,Píloro,Riñón IZQ,,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,668,668_Piloro_Rinon_IZQ.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Píloro - Uretero RAS,Píloro,Uretero RAS,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,669,669_Piloro_Uretero_RAS.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Píloro - Glúteo IZQ,Píloro,Glúteo IZQ,,,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,670,670_Piloro_Gluteo_IZQ.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Cápsula Glisson - Píloro,Cápsula Glisson,Píloro,Bacteria,Listeria,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,671,671_Capsula_Glisson_Piloro.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Ano - Píloro,Ano,Píloro,Virus,Amor fo entre levad ura y hong o,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,✅ TIENE FICHA APROBADA,73,073_Ano_Piloro.png,073_Ano_Piloro.png
4,ABDOMEN,Tronco,Abdomen,Píloro,Atlas - Píloro,Atlas,Píloro,Parásito,Plasmodium,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,672,672_Atlas_Piloro.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Atlas Píloro - Plasmodium Falciparum,Atlas Píloro,Plasmodium Falciparum,Parásito,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,673,673_Atlas_Piloro_Plasmodium_Falciparum.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Cabeza de Páncreas - Estómago,Cabeza de Páncreas,Estómago,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,674,674_Cabeza_de_Pancreas_Estomago.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Cabeza de Páncreas - Píloro,Cabeza de Páncreas,Píloro,Bacteria,Clostridium Difícil,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,675,675_Cabeza_de_Pancreas_Piloro.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Cervical 1 - Píloro,Cervical 1,Píloro,Parásito,,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,676,676_Cervical_1_Piloro.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Cervical 1 - Píloro Plasmodium,Cervical 1,Píloro Plasmodium,Parásito,Falciparum,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,677,677_Cervical_1_Piloro_Plasmodium.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Esófago - Píloro,Esófago,Píloro,Bacteria,Clost ridiu mperfri nges,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,678,678_Esofago_Piloro.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Estómago,Piloro,Estómago,Bacteria,Clostridium perfringes,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,679,679_Piloro_Estomago.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Ano,Piloro,Ano,Virus,Amor fo entre levad ura y hong o,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,680,680_Piloro_Ano.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Riñones,Piloro,Riñones,Parásito,Amibiasis Intestinal,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,681,681_Piloro_Rinones.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Colon Ascendente,Piloro,Colon Ascendente,Especial/Disfunción,Endilomax Nana,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,682,682_Piloro_Colon_Ascendente.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Ureteros,Piloro,Ureteros,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,683,683_Piloro_Ureteros.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Lengua Contralateral,Piloro,Lengua Contralateral,,,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,684,684_Piloro_Lengua_Contralateral.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Colon Transverso,Piloro,Colon Transverso,Sin clasificar,CHACHIT A,,Par normal (dos puntos distintos),no,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,685,685_Piloro_Colon_Transverso.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Cardias,Piloro,Cardias,Bacteria,Strep toco ccus S Borta de la Pertu sis,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,686,686_Piloro_Cardias.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Glúteo,Piloro,Glúteo,Bacteria,Vello nella Oste omye litis,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,687,687_Piloro_Gluteo.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Piloro - Riñón Izquierdo,Piloro,Riñón Izquierdo,Parásito,Amibiasis intestinal,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,688,688_Piloro_Rinon_Izquierdo.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Diafragma - Píloro,Diafragma,Píloro,Virus,Astro virus,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,689,689_Diafragma_Piloro.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Glúteo Derecho - Píloro,Glúteo Derecho,Píloro,Bacteria,Vellonella,,Par normal (dos puntos distintos),no,SÍ,Licra negra ajustada + top negro si aplica · Sin desnudez · Estilo médico sobrio,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,690,690_Gluteo_Derecho_Piloro.png,
4,ABDOMEN,Tronco,Abdomen,Píloro,Ojo - Píloro,Ojo,Píloro,Bacteria,Chlamydia trachomatis,,Par normal (dos puntos distintos),SÍ,no,Torso sin camisa OK · No genitales visibles · Ropa interior en zona pélvica si aparece,vista frontal del abdomen mostrando órganos viscerales superpuestos,Manual Biomagnetismo - Tórax/Abdomen/Espalda,Tablas Holoacademia - Tronco,⏳ PENDIENTE - GENERAR,691,691_Ojo_Piloro.png,
